ADDR,LAT,LNG,MODEL,SN,DEVEUI,DEVADDR,NWKSKEY,APPSKEY,DESC
"Tábor, Zavadilská, 2842",49.4128233,14.6856172,LR-MU-CIT-TARIF2-IP65,8497,4768B2690030003D,0147097F,DE3EFA22C6862A51C82DDE784A897459,7F631E1C4E4D4C6BED3E6D2291944553,SMM_bytový dům_Zavadilská
